company_name,company_id,psc_name,psc_type,date_start,date_end,attributes_json
MORE GROUP INTERNATIONAL HOLDINGS LIMITED,08341968,More Group London Limited,corporate-entity-person-with-significant-control,2016-04-06,,"{""etag"": ""ab0586b42101090f0dc2affb0fcfa7fe1e0a767c"", ""links"": {""self"": ""/company/08341968/persons-with-significant-control/corporate-entity/DwRcpey8SE2TliCSDOwiMV4d9PM""}, ""identification"": {""legal_form"": ""Private Company Limited By Shares"", ""legal_authority"": ""Companies Act 2006"", ""country_registered"": ""England"", ""place_registered"": ""England And Wales"", ""registration_number"": ""08213723""}, ""ceased"": false, ""address"": {""address_line_1"": ""Giltspur Street"", ""address_line_2"": ""Farringdon"", ""country"": ""England"", ""locality"": ""London"", ""postal_code"": ""EC1A 9DD"", ""premises"": ""1""}, ""natures_of_control"": [""ownership-of-shares-75-to-100-percent"", ""voting-rights-75-to-100-percent"", ""right-to-appoint-and-remove-directors""]}"
