person_id,company_number,psc_kind,notified_on,ceased_on,natures_of_control,source_link
35c3e695b7396cf66e03b3616783ed3788608cca,08341968,corporate-entity-person-with-significant-control,2016-04-06,,ownership-of-shares-75-to-100-percent|voting-rights-75-to-100-percent|right-to-appoint-and-remove-directors,/company/08341968/persons-with-significant-control/corporate-entity/DwRcpey8SE2TliCSDOwiMV4d9PM
